Commit SHA,Java File,Old function signature,New function signature
d4e71d808cc06b1dd2f8c350b8da32293687ee94,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
d4e71d808cc06b1dd2f8c350b8da32293687ee94,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
d4e71d808cc06b1dd2f8c350b8da32293687ee94,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
d4e71d808cc06b1dd2f8c350b8da32293687ee94,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
d4e71d808cc06b1dd2f8c350b8da32293687ee94,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getEntryForXIndex ( int  xIndex ),"getEntryForXIndex ( int  xIndex, Rounding  rounding )"
d4e71d808cc06b1dd2f8c350b8da32293687ee94,MPChartLib/src/com/github/mikephil/charting/data/realm/base/RealmBaseDataSet.java,getEntryIndex ( S  e ),"getEntryIndex ( int  x, DataSet  rounding )"
d4e71d808cc06b1dd2f8c350b8da32293687ee94,MPChartLib/src/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryForXIndex ( int  xIndex ),"getEntryForXIndex ( int  xIndex, DataSet  rounding )"
d4e71d808cc06b1dd2f8c350b8da32293687ee94,MPChartLib/src/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( int  xIndex, DataSet  rounding )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( int  xIndex, int  dataSetIndex, boolean  callListener )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getEntryForXIndex ( int  xIndex ),"getEntryForXIndex ( int  xIndex, Rounding  rounding )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartLib/src/com/github/mikephil/charting/data/realm/base/RealmBaseDataSet.java,getEntryIndex ( S  e ),"getEntryIndex ( int  x, DataSet  rounding )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartLib/src/com/github/mikephil/charting/data/realm/base/RealmUtils.java,"toXVals ( RealmResults  result, String  xValuesField )","toXVals ( RealmResults  result, String  xPositionField, String  xLabelField )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartLib/src/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryForXIndex ( int  xIndex ),"getEntryForXIndex ( int  xIndex, DataSet  rounding )"
7de481bca30ef6ca03c30c89733465333dc12c37,MPChartLib/src/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( int  xIndex, DataSet  rounding )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( int  xIndex, int  dataSetIndex, boolean  callListener )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getEntryForXIndex ( int  xIndex ),"getEntryForXIndex ( int  xIndex, Rounding  rounding )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartLib/src/com/github/mikephil/charting/data/realm/base/RealmBaseDataSet.java,getEntryIndex ( S  e ),"getEntryIndex ( int  x, DataSet  rounding )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartLib/src/com/github/mikephil/charting/data/realm/base/RealmUtils.java,"toXVals ( RealmResults  result, String  xValuesField )","toXVals ( RealmResults  result, String  xPositionField, String  xLabelField )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartLib/src/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryForXIndex ( int  xIndex ),"getEntryForXIndex ( int  xIndex, DataSet  rounding )"
2a2cee5d1c3f8c21eb6baa08a0aee65787f2d530,MPChartLib/src/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( int  xIndex, DataSet  rounding )"
6a72ab8c189608536045568fff85d22e2149be04,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( int  xIndex, int  dataSetIndex, boolean  callListener )"
6a72ab8c189608536045568fff85d22e2149be04,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
6a72ab8c189608536045568fff85d22e2149be04,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
6a72ab8c189608536045568fff85d22e2149be04,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
6a72ab8c189608536045568fff85d22e2149be04,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
6a72ab8c189608536045568fff85d22e2149be04,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
6a72ab8c189608536045568fff85d22e2149be04,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
6a72ab8c189608536045568fff85d22e2149be04,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
a002634d490e15e94984735b27a3afe11c4435c2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( int  xIndex, int  dataSetIndex, boolean  callListener )"
a002634d490e15e94984735b27a3afe11c4435c2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
a002634d490e15e94984735b27a3afe11c4435c2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
a002634d490e15e94984735b27a3afe11c4435c2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
a002634d490e15e94984735b27a3afe11c4435c2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
a002634d490e15e94984735b27a3afe11c4435c2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
a002634d490e15e94984735b27a3afe11c4435c2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
a002634d490e15e94984735b27a3afe11c4435c2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
a002634d490e15e94984735b27a3afe11c4435c2,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getEntryForXIndex ( int  xIndex ),"getEntryForXIndex ( int  xIndex, Rounding  rounding )"
a002634d490e15e94984735b27a3afe11c4435c2,MPChartLib/src/com/github/mikephil/charting/data/realm/base/RealmBaseDataSet.java,getEntryIndex ( S  e ),"getEntryIndex ( int  x, DataSet  rounding )"
a002634d490e15e94984735b27a3afe11c4435c2,MPChartLib/src/com/github/mikephil/charting/highlight/ChartHighlighter.java,getSelectionDetailsAtIndex ( int  xIndex ),"getSelectionDetailsAtIndex ( int  xIndex, int  dataSetIndex )"
a002634d490e15e94984735b27a3afe11c4435c2,MPChartLib/src/com/github/mikephil/charting/highlight/CombinedHighlighter.java,getSelectionDetailsAtIndex ( int  xIndex ),"getSelectionDetailsAtIndex ( int  xIndex, int  dataSetIndex )"
a002634d490e15e94984735b27a3afe11c4435c2,MPChartLib/src/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( int  xIndex, DataSet  rounding )"
a3e4450c74329306cc8c86a73215944e485dad5e,MPChartLib/src/com/github/mikephil/charting/data/realm/base/RealmBaseDataSet.java,getEntryIndex ( S  e ),"getEntryIndex ( int  x, DataSet  rounding )"
3baf89c25d03776f8273c686c49c92e9ed204275,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
3baf89c25d03776f8273c686c49c92e9ed204275,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
3baf89c25d03776f8273c686c49c92e9ed204275,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
3baf89c25d03776f8273c686c49c92e9ed204275,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
3baf89c25d03776f8273c686c49c92e9ed204275,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
3baf89c25d03776f8273c686c49c92e9ed204275,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
3baf89c25d03776f8273c686c49c92e9ed204275,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
3baf89c25d03776f8273c686c49c92e9ed204275,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
3baf89c25d03776f8273c686c49c92e9ed204275,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getEntryForXIndex ( int  xIndex ),"getEntryForXIndex ( int  xIndex, Rounding  rounding )"
3baf89c25d03776f8273c686c49c92e9ed204275,MPChartLib/src/com/github/mikephil/charting/data/realm/base/RealmBaseDataSet.java,getEntryIndex ( S  e ),"getEntryIndex ( int  x, DataSet  rounding )"
3baf89c25d03776f8273c686c49c92e9ed204275,MPChartLib/src/com/github/mikephil/charting/data/realm/base/RealmUtils.java,"toXVals ( RealmResults  result, String  xValuesField )","toXVals ( RealmResults  result, String  xPositionField, String  xLabelField )"
3baf89c25d03776f8273c686c49c92e9ed204275,MPChartLib/src/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( int  xIndex, DataSet  rounding )"
b28aae50fc6b0dd48a812831d6ef0c5c98ef8c0f,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
b28aae50fc6b0dd48a812831d6ef0c5c98ef8c0f,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
b28aae50fc6b0dd48a812831d6ef0c5c98ef8c0f,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
b28aae50fc6b0dd48a812831d6ef0c5c98ef8c0f,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
b28aae50fc6b0dd48a812831d6ef0c5c98ef8c0f,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
