Commit SHA,Java File,Old function signature,New function signature
22c7a6dc0377969210a2640a6bd0232c3509611a,MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( float  xPos, DataSet  rounding )"
b5cf9e120b5b0025b4729459a2902ca6760d3c46,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
589bd0cbadc7ee6bc812217c3031f9065d2b1243,MPChartLib/src/main/java/com/github/mikephil/charting/data/realm/base/RealmBaseDataSet.java,getEntryIndex ( S  e ),"getEntryIndex ( float  xPos, DataSet  rounding )"
4b058a594fddbd4035489df32553e37d327f3283,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
4b058a594fddbd4035489df32553e37d327f3283,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
4b058a594fddbd4035489df32553e37d327f3283,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
4b058a594fddbd4035489df32553e37d327f3283,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
4b058a594fddbd4035489df32553e37d327f3283,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
4b058a594fddbd4035489df32553e37d327f3283,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
4b058a594fddbd4035489df32553e37d327f3283,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
4b058a594fddbd4035489df32553e37d327f3283,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
ac3eafaba92d986e7d848f6888bf5e07dd21de64,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
ac3eafaba92d986e7d848f6888bf5e07dd21de64,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
ac3eafaba92d986e7d848f6888bf5e07dd21de64,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
ac3eafaba92d986e7d848f6888bf5e07dd21de64,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
ac3eafaba92d986e7d848f6888bf5e07dd21de64,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
ac3eafaba92d986e7d848f6888bf5e07dd21de64,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
ac3eafaba92d986e7d848f6888bf5e07dd21de64,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
ac3eafaba92d986e7d848f6888bf5e07dd21de64,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
ac3eafaba92d986e7d848f6888bf5e07dd21de64,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/ColorFormatter.java,"getColor ( Entry  e, int  index )","getColor ( int  index, Entry  e, IDataSet  set )"
0632fedfd287e43c91195ca855c327305dbd801d,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
2ae37c30883b0208a2490674495e85e948011687,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
2ae37c30883b0208a2490674495e85e948011687,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/LargeValueFormatter.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
2ae37c30883b0208a2490674495e85e948011687,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/PercentFormatter.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
1a642899e052aec3c299e994f89665069f3d5fa9,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
1a642899e052aec3c299e994f89665069f3d5fa9,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/LargeValueFormatter.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
1a642899e052aec3c299e994f89665069f3d5fa9,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/PercentFormatter.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
d2aa701eb2597e6735bd701b2e4bd2fc9de88c39,MPChartLib/src/main/java/com/github/mikephil/charting/components/AxisBase.java,setLabelCount ( int  count ),"setLabelCount ( int  count, boolean  force )"
2d4cf0d4b7306e72a63d849e1d2feb9af8edff01,MPChartExample/src/com/xxmassdeveloper/mpchartexample/custom/MyCustomXAxisValueFormatter.java,"getXValue ( String  original, int  index, ViewPortHandler  viewPortHandler )","getXValue ( float  xValue, float  xRange, float  xPosition, ViewPortHandler  viewPortHandler )"
2d4cf0d4b7306e72a63d849e1d2feb9af8edff01,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/DefaultXAxisValueFormatter.java,"getXValue ( String  original, int  index, ViewPortHandler  viewPortHandler )","getXValue ( float  xValue, float  xRange, float  xPosition, ViewPortHandler  viewPortHandler )"
2d4cf0d4b7306e72a63d849e1d2feb9af8edff01,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/XAxisValueFormatter.java,"getXValue ( String  original, int  index, ViewPortHandler  viewPortHandler )","getXValue ( float  xValue, float  xRange, float  xPosition, ViewPortHandler  viewPortHandler )"
8e2355c78f315679395d38283497e07109fe4839,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
8e2355c78f315679395d38283497e07109fe4839,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
8e2355c78f315679395d38283497e07109fe4839,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
8e2355c78f315679395d38283497e07109fe4839,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
8e2355c78f315679395d38283497e07109fe4839,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
8e2355c78f315679395d38283497e07109fe4839,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
8e2355c78f315679395d38283497e07109fe4839,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
8e2355c78f315679395d38283497e07109fe4839,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
8e2355c78f315679395d38283497e07109fe4839,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
0d4b60800c1c48663247d3c83b49bd8803faebf2,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
6919a97f177df4a15db69b818be9a509f35d0282,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
6919a97f177df4a15db69b818be9a509f35d0282,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
6919a97f177df4a15db69b818be9a509f35d0282,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
6919a97f177df4a15db69b818be9a509f35d0282,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
6919a97f177df4a15db69b818be9a509f35d0282,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
6919a97f177df4a15db69b818be9a509f35d0282,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
6919a97f177df4a15db69b818be9a509f35d0282,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
6919a97f177df4a15db69b818be9a509f35d0282,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
d33b27cde0a9f0998d005be492fa1098755a51cb,MPChartLib/src/main/java/com/github/mikephil/charting/renderer/BarChartRenderer.java,"prepareBarHighlight ( float  x, float  y1, float  y2, float  barWidthHalf, Transformer  trans )","prepareBarHighlight ( float  y1, float  y2, float  interval, int  entryIndex, int  dataSetIndex, int  dataSetCount, float  barSpace, float  groupSpace, Transformer  trans )"
e2ccaf353bc7a5197ace52e33dd537f538138a71,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
e2ccaf353bc7a5197ace52e33dd537f538138a71,MPChartLib/src/main/java/com/github/mikephil/charting/renderer/BarChartRenderer.java,"prepareBarHighlight ( float  x, float  y1, float  y2, float  barWidthHalf, Transformer  trans )","prepareBarHighlight ( float  y1, float  y2, float  interval, int  entryIndex, int  dataSetIndex, int  dataSetCount, float  barSpace, float  groupSpace, Transformer  trans )"
1bf2948f48b31dc8979ccd3dddefe006968f050a,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( int  xIndex, int  dataSetIndex, boolean  callListener )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/data/DataSet.java,getEntryForXPos ( float  xPos ),"getEntryForXPos ( float  xPos, Rounding  rounding )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/data/realm/base/RealmBaseDataSet.java,getEntryIndex ( S  e ),"getEntryIndex ( float  xPos, DataSet  rounding )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/LargeValueFormatter.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/PercentFormatter.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryForXPos ( float  xPos ),"getEntryForXPos ( float  xPos, DataSet  rounding )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( float  xPos, DataSet  rounding )"
a0d39b918be3b5798280bcdee38de9eb7b0ef2f6,MPChartLib/src/main/java/com/github/mikephil/charting/renderer/LineScatterCandleRadarRenderer.java,"drawHighlightLines ( Canvas  c, float [] pts, ILineScatterCandleRadarDataSet  set )","drawHighlightLines ( Canvas  c, float  x, float  y, ILineScatterCandleRadarDataSet  set )"
530ab11157799cdca486fc1ee94ab0f17e4358ff,MPChartLib/src/com/github/mikephil/charting/highlight/BarHighlighter.java,"getSelectionDetail ( float  xVal, float  y, int  dataSetIndex )","getSelectionDetail ( float  xVal, float  x, float  y, int  dataSetIndex )"
530ab11157799cdca486fc1ee94ab0f17e4358ff,MPChartLib/src/com/github/mikephil/charting/highlight/ChartHighlighter.java,"getSelectionDetail ( float  xVal, float  y, int  dataSetIndex )","getSelectionDetail ( float  xVal, float  x, float  y, int  dataSetIndex )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( int  xIndex, int  dataSetIndex, boolean  callListener )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getEntryForXPos ( float  xPos ),"getEntryForXPos ( float  xPos, Rounding  rounding )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartLib/src/com/github/mikephil/charting/data/realm/base/RealmBaseDataSet.java,getEntryIndex ( S  e ),"getEntryIndex ( float  xPos, DataSet  rounding )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartLib/src/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryForXPos ( float  xPos ),"getEntryForXPos ( float  xPos, DataSet  rounding )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartLib/src/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( float  xPos, DataSet  rounding )"
690dd87a062d1d7484d6788fa7c045f884d2b614,MPChartLib/src/com/github/mikephil/charting/renderer/BarChartRenderer.java,"prepareBarHighlight ( float  x, float  y1, float  y2, float  barspaceHalf, Transformer  trans )","prepareBarHighlight ( float  y1, float  y2, float  interval, int  entryIndex, int  dataSetIndex, int  dataSetCount, float  barSpace, float  groupSpace, Transformer  trans )"
7db6b7ea4af0cd914bf5671e204c6411619350d7,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( int  xIndex, int  dataSetIndex, boolean  callListener )"
7db6b7ea4af0cd914bf5671e204c6411619350d7,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
7db6b7ea4af0cd914bf5671e204c6411619350d7,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
7db6b7ea4af0cd914bf5671e204c6411619350d7,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
7db6b7ea4af0cd914bf5671e204c6411619350d7,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
7db6b7ea4af0cd914bf5671e204c6411619350d7,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
7db6b7ea4af0cd914bf5671e204c6411619350d7,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
7db6b7ea4af0cd914bf5671e204c6411619350d7,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
ec6752567b52bd558cdf31b1a051481868a25260,MPChartLib/src/com/github/mikephil/charting/renderer/XAxisRenderer.java,computeAxis (  ),"computeAxis ( float  min, float  max, boolean  inverted )"
d2cc49b525eb69c506e7b46210f548b03828f76d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( int  xIndex, int  dataSetIndex, boolean  callListener )"
d2cc49b525eb69c506e7b46210f548b03828f76d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
d2cc49b525eb69c506e7b46210f548b03828f76d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
d2cc49b525eb69c506e7b46210f548b03828f76d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
d2cc49b525eb69c506e7b46210f548b03828f76d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
d2cc49b525eb69c506e7b46210f548b03828f76d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
d2cc49b525eb69c506e7b46210f548b03828f76d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
d2cc49b525eb69c506e7b46210f548b03828f76d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
d2cc49b525eb69c506e7b46210f548b03828f76d,MPChartLib/src/com/github/mikephil/charting/data/realm/base/RealmBaseDataSet.java,getEntryIndex ( S  e ),"getEntryIndex ( float  xPos, DataSet  rounding )"
d2cc49b525eb69c506e7b46210f548b03828f76d,MPChartLib/src/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( float  xPos, DataSet  rounding )"
d2cc49b525eb69c506e7b46210f548b03828f76d,MPChartLib/src/com/github/mikephil/charting/renderer/YAxisRendererHorizontalBarChart.java,"computeAxis ( float  yMin, float  yMax )","computeAxis ( float  yMin, float  yMax, boolean  inverted )"
d2cc49b525eb69c506e7b46210f548b03828f76d,MPChartLib/src/com/github/mikephil/charting/renderer/YAxisRendererRadarChart.java,"computeAxis ( float  yMin, float  yMax )","computeAxis ( float  yMin, float  yMax, boolean  inverted )"
d4e71d808cc06b1dd2f8c350b8da32293687ee94,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, YAxis  yAxis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
d4e71d808cc06b1dd2f8c350b8da32293687ee94,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( int  xIndex, int  dataSetIndex, boolean  callListener )"
d4e71d808cc06b1dd2f8c350b8da32293687ee94,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
d4e71d808cc06b1dd2f8c350b8da32293687ee94,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
d4e71d808cc06b1dd2f8c350b8da32293687ee94,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
